,Unnamed: 0,Unnamed: 1,mu,phi,beta,H0,V0,chi,iteration,acceptance_ratio,chain#,tau,S0,bestmodel,algalHost,algalHostTaxon,virusName,id,lam
911,nineI,1217,0.02683312212128583,4.1480141891542135e-09,455.66426625019363,,26569349.647640284,24.014504428809854,6218,0.2764554519137987,0,4.053348698668716,1396273.8352344194,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24670959109154375
912,nineI,1317,0.035292557981667284,5.1617521939279845e-09,372.191048426079,,25922288.590650965,27.331671107641373,6318,0.2755618866729978,0,3.9437344621614057,1526317.4797153447,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.25356676763981195
913,nineI,1417,0.021228802292606003,5.376643950705449e-09,363.1157224621185,,22317091.906953733,28.801085277006244,6418,0.2765659083826737,0,3.999876847043361,1637233.0155176981,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.25000769729677613
914,nineI,1517,0.02251574330924021,5.957117357784107e-09,483.06576361000685,,26040392.69953728,24.00650503799622,6518,0.2760049094814361,0,4.512289484285431,1494800.894847089,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22161698700462712
915,nineI,1617,0.033850907740633776,5.0738388641951625e-09,404.5895020622898,,25132243.250503477,24.956907326269512,6618,0.2753097612571774,0,4.002209298911287,1362398.5587633334,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24986199504159562
916,nineI,1717,0.0342913422384734,4.748040229358162e-09,398.5824420309788,,27308084.644133244,28.679970373500513,6718,0.273742185174159,0,4.2128166697027085,1307121.9353858226,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23737087996059614
917,nineI,1817,0.02531618208200408,4.69164355456546e-09,445.19941341779406,,23792270.875372905,25.091611797572646,6818,0.2735406277500733,0,3.9173785639038727,1371812.5282672602,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2552727503066356
918,nineI,1917,0.02116064818362513,5.182292963346953e-09,495.65462787622863,,26526978.00010617,23.425998796944853,6918,0.2730557964729691,0,4.220563328975475,1524050.0715807318,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23693519609922453
919,nineI,2017,0.02291799195768214,7.083049833935922e-09,466.6331607245243,,25662015.70866957,24.875691665767107,7018,0.2735822171558849,0,4.529691626442489,1411208.0195274332,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22076558019146572
920,nineI,2117,0.020069469413507818,6.702055220206096e-09,427.43758081488335,,24493327.88139254,28.245093607578678,7118,0.2733914020792357,0,4.500193539718625,1450330.4108624845,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.222212665116293
921,nineI,2217,0.024211465525211126,6.109259447219312e-09,406.9387486730346,,24845575.163077094,24.99750394843141,7218,0.2744527569963979,0,4.2485107110972615,1590758.4588635094,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23537659853086032
922,nineI,2317,0.02389958017425552,5.9736640280434525e-09,480.4639231742757,,23856432.15333389,23.272098817160252,7318,0.27302541678054115,0,4.320221112930356,1448424.7646720675,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23146963404419632
923,nineI,2417,0.01995377942850157,6.635134129873261e-09,532.4965148845578,,25277323.81548521,22.330221472577804,7418,0.27190617417093554,0,4.56853925323359,1493366.9565281896,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.21888834583006042
924,nineI,2517,0.018208984099427974,4.876406491270463e-09,634.9705825582926,,26116976.373880405,22.642422890808906,7518,0.27201383346634744,0,4.412417969991214,1334434.337779546,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2266331083775346
925,nineI,2617,0.013557076855034034,4.24553962863007e-09,688.8570816466392,,22174653.90895952,25.739187176468178,7618,0.27198739826726176,0,4.3982064322259316,1384827.878348733,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22736540801562607
926,nineI,2717,0.02035212164376706,4.1041700238116855e-09,586.5293310746706,,25533648.5198385,23.43940838728808,7718,0.2715729463591604,0,4.294690730040857,1396995.8462670958,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2328456372900422
927,nineI,2817,0.02285411855063768,6.7209078694020406e-09,566.3209295431966,,25769151.347016007,23.060404826761406,7818,0.27180864671271426,0,4.618143672497104,1349094.054712316,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.21653722164500872
928,nineI,2917,0.027014827102942868,6.701401809312796e-09,527.0991579312483,,23539789.406395216,25.213544251235305,7918,0.27115433190199545,0,4.269699269552101,1304322.6203564364,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23420853246765125
929,nineI,3017,0.0219345941229074,6.18208868186884e-09,598.0728700455453,,24766533.106618024,26.448774586523598,8018,0.27138937390870543,0,4.794203594866628,1427608.484014373,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.20858521758874518
930,nineI,3117,0.021083482009309304,5.154870933900597e-09,535.5711963301953,,24257462.69040396,22.62946059054117,8118,0.2712490761271249,0,4.2268836147857485,1392454.9006413054,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23658091661241254
931,nineI,3217,0.023948379531455663,7.052660110109966e-09,581.0783137153146,,25992478.87092249,22.209851580108523,8218,0.2718422973959601,0,4.5715156964656485,1369333.8872094343,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2187458310102981
932,nineI,3317,0.03609103492433993,8.234785053915353e-09,593.0169442812004,,27061524.6744863,24.576079069474897,8318,0.2724212551094013,0,4.9520129766557615,1336116.7645331773,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2019380814860726
933,nineI,3417,0.04503808727820573,7.852563141121677e-09,505.88197157152916,,25927656.50499469,22.43849007038101,8418,0.27263007840342124,0,4.441269799151826,1320033.6646952778,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2251608312989622
934,nineI,3517,0.038190942105114,8.216103182209642e-09,459.0901032162124,,26853629.740421195,22.895510825591305,8518,0.27318619394224,0,4.51212739777691,1449389.5738625145,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22162494802178953
935,nineI,3617,0.028992049042934093,6.612579985484142e-09,572.5182557211382,,25860472.59155335,24.498986310349483,8618,0.2740775121838013,0,4.332627688959018,1333552.7385717216,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2308068155840701
936,nineI,3717,0.01640386409748001,3.7207125508993232e-09,557.9465894764048,,25831248.44931082,23.440288317113584,8718,0.2747189722413397,0,4.0546207608818365,1466413.8685489488,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24663219052390753
937,nineI,3817,0.0165476908428695,4.0346458529677105e-09,534.4332945385646,,22240723.45563029,25.375572566357125,8818,0.2743252438194602,0,4.046195687048186,1514882.5303397032,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24714573326272515
938,nineI,3917,0.022666934077241786,3.9538398882808356e-09,491.1900148303962,,25458467.78564861,23.611123428566593,8918,0.2739403453689168,0,4.020690702160404,1350983.170582473,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24871348583532638
939,nineI,4017,0.017711122618519225,4.871334551631225e-09,536.5211267014355,,24642925.53719062,26.334447575122844,9018,0.27478376580172986,0,4.499585018906259,1418613.4604530581,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22224271700572865
940,nineI,4117,0.015106007491765522,3.867072801436437e-09,545.1461580980597,,26702158.08848454,24.001776222350216,9118,0.27495064707172623,0,4.0371305403479605,1462221.7601003868,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24770068493098812
941,nineI,4217,0.00930211708164763,3.627965059099166e-09,590.7924082208866,,26680075.27433271,23.409593996496678,9218,0.2752223909741809,0,4.173167502662906,1409146.072679985,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23962613515079326
942,nineI,4317,0.00869797442406558,3.420240341744872e-09,559.3286006011069,,22533981.57595855,24.63582249572217,9318,0.2750590255419618,0,3.8749603471668617,1489455.1555858972,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2580671569274612
943,nineI,4417,0.007756842125163147,3.3994839679586374e-09,704.5890504785601,,23432142.8726582,27.50337565119545,9418,0.27468677001486513,0,3.941577869802465,1377208.44480392,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2537055039965799
944,nineI,4517,0.006978249626767244,5.531003845520462e-09,777.0232624313678,,26936107.684696946,23.31483308091928,9518,0.2750577852490019,0,4.756227414042768,1418989.2546872734,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2102506699001605
945,nineI,4617,0.006609985265744588,6.129771646303794e-09,604.6658645422921,,27925370.13625953,22.788544831689226,9618,0.2743813682678312,0,4.716170539055474,1484534.2351326656,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.21203643755432855
946,nineI,4717,0.006833111237254867,5.777111197736296e-09,572.1705591029963,,25275648.58624897,22.424990610323157,9718,0.2746449886807985,0,4.45996751263377,1502569.2748962732,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2242168798690339
947,nineI,4817,0.013760560857621264,5.224450647067336e-09,504.31513858307136,,26338542.399976734,22.84526168298889,9818,0.2756162151150947,0,4.398555148257255,1502440.4186221538,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22734738255952264
948,nineI,4917,0.00945891946909693,6.207915356569462e-09,517.1040285186289,,23049660.159915663,24.83611315335615,9918,0.2749546279491833,0,4.435750633405093,1467822.0088742252,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22544098680144975
949,nineI,5017,0.001863389353098775,3.771092916231046e-09,765.0872374664694,,26484000.62289037,23.980243061298125,5019,0.2811316995417414,1,4.4104566330037125,1436942.5295230108,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22673389247656123
950,nineI,5117,0.0018430981865458504,3.79099617128934e-09,638.1617810175846,,23984267.358716834,26.829077373674,5119,0.2815002930259816,1,4.4236216478415376,1726046.594300645,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22605911617417374
951,nineI,5217,0.0019376295957715735,2.406836693778969e-09,522.6500839403551,,28561489.583413716,26.081407503554093,5219,0.2839624449128185,1,4.002633245895933,1592099.5472809419,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24983553040372652
952,nineI,5317,0.0032121436941684816,2.647693488340405e-09,587.6316275303074,,28871079.298802,25.67548057690224,5319,0.2848279751833052,1,3.952147780373742,1488998.3877074532,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2530269756019683
953,nineI,5417,0.004116994397479839,2.734980609597229e-09,506.03797402702736,,24065643.68797385,25.647101474888412,5419,0.2838162022513379,1,3.7364528855989168,1516637.7962736846,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.26763350980664374
954,nineI,5517,0.003860886337406775,3.4821879966226093e-09,615.8134516731959,,26495508.44997704,22.804942237712822,5519,0.2832034788911035,1,4.233700012835561,1508955.527810228,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23620001345589917
955,nineI,5617,0.0035795774388591548,4.195581565379879e-09,455.8437100359871,,26537987.37947999,24.71085178344162,5619,0.28225662929346856,1,4.080724878358357,1649884.7095050141,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24505450129789003
956,nineI,5717,0.0030759629575248327,4.074362512830145e-09,510.46402425013235,,24761834.84657913,23.832905057875013,5719,0.2808183248819724,1,4.095082295396092,1568337.8220242187,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24419533671502838
957,nineI,5817,0.0028420301024262816,5.078158551933628e-09,596.6420606145983,,26454689.03730834,22.47287810389265,5819,0.2799450077332875,1,4.476005966152252,1630015.0283972463,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22341346449536542
958,nineI,5917,0.003322750599779037,4.197364068409533e-09,601.8818033130631,,23978447.28217537,22.987816607574395,5919,0.2785943571549248,1,4.232413269807009,1511476.3197298234,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2362718232488668
959,nineI,6017,0.005546140719847543,5.467698437567645e-09,700.5087048790955,,25230917.72862813,25.206793914698892,6019,0.27894999169297224,1,4.4484817755412775,1563117.7559198118,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22479579561238577
960,nineI,6117,0.007451128110918645,5.187537599900609e-09,804.7234961336154,,25275067.860295337,25.73973741658537,6119,0.2791305768916489,1,4.542159412145357,1477770.9542210088,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22015960015099495
961,nineI,6217,0.004666473189635562,5.456475437548992e-09,585.0894557642158,,23407100.739386734,22.66615903867636,6219,0.27914455700273355,1,4.414609160800782,1588785.0787197866,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22652061905715937
962,nineI,6317,0.005001887181647176,7.103175570879541e-09,503.3060078870467,,25832369.90808764,23.038461930041798,6319,0.2801076119639184,1,4.4854263418289415,1610602.1519031818,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2229442473894796
963,nineI,6417,0.003966041087825193,9.040977470271288e-09,474.38360814003835,,26481028.64312057,23.310632802372695,6419,0.2802617230098146,1,4.64064086249533,1642131.5637825446,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2154874789130499
964,nineI,6517,0.004088270288398714,6.914141802626084e-09,560.7242999987196,,25010800.521301854,22.271994038227696,6519,0.2791839239147109,1,4.666844167473158,1590358.5683936256,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.21427756404847892
965,nineI,6617,0.002668960704064458,5.0302024416702096e-09,610.9828899700199,,25001788.04513287,22.675885393867325,6619,0.2787430125396585,1,4.567622793446416,1581421.802250324,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.21893226416042738
966,nineI,6717,0.0030039000724640225,3.1956599535778007e-09,803.1049117672578,,26530449.31006534,25.350679549372693,6719,0.2784640571513618,1,4.467417503166334,1364977.4162257628,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22384296952125887
967,nineI,6817,0.0020896996781606227,3.015166044622387e-09,560.4656948630899,,23332801.579178184,24.422369260016218,6819,0.2796597741604341,1,3.8641384335825104,1572040.7692703009,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.25878990030719023
968,nineI,6917,0.002738278487945877,2.80263881897472e-09,525.5554999695561,,27968852.04633903,25.770621061646768,6919,0.278942043647926,1,4.013645347689459,1487172.196079533,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2491500651834302
969,nineI,7017,0.003471001252884037,3.752526897087735e-09,752.8657332931955,,23230923.134032626,24.93592330767293,7019,0.27895711639834736,1,4.244085046394162,1395603.9841645309,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23562204552182922
970,nineI,7117,0.0036850536469758104,3.6309025054561205e-09,541.5071598926927,,23194701.00717694,23.95218617591765,7119,0.27883129653041155,1,4.107858467239694,1588033.88988662,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24343584570282367
971,nineI,7217,0.004674013385086227,2.4088198887608025e-09,535.7862727959149,,25920505.40610522,24.760997134150138,7219,0.27746225238952765,1,3.81523525129287,1530001.2772849887,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2621070351195591
972,nineI,7317,0.007371475768682931,2.4236617516631277e-09,504.03465223825737,,27568567.13611793,25.82729546760141,7319,0.27804344855854624,1,3.75664619821844,1470130.1724348352,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2661948842758315
973,nineI,7417,0.008088951339664606,2.6921574634612564e-09,593.9168889380908,,26150161.59781243,23.88767527928595,7419,0.2780698207305567,1,3.943727782144904,1489184.442068097,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2535671971395862
974,nineI,7517,0.010443429365383313,2.895563838313122e-09,486.02435301169334,,25750218.910161097,24.64750354191305,7519,0.2786274770581194,1,3.8538828373436393,1485875.289318252,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.259478568032771
975,nineI,7617,0.010621356268915215,3.478019692456141e-09,720.6947989357493,,25252137.22688781,24.144753914538487,7619,0.2781204882530516,1,4.250743073791372,1448621.5828989826,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23525298580515439
976,nineI,7717,0.009326406746155246,4.52738178404764e-09,553.4694264111207,,26303458.66211634,22.66670684608552,7719,0.27814483741417284,1,4.3099464122862114,1472843.4464852356,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2320214462874377
977,nineI,7817,0.015275978464046538,3.46572726157164e-09,441.24304286824037,,26556821.10246719,28.00138037167566,7819,0.2766338406445837,1,3.754812256470391,1624782.4941047926,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.26632490034003
978,nineI,7917,0.013884176668068545,3.750828113729832e-09,528.3842054173442,,25853317.07072675,23.91889179382204,7919,0.2773077408763733,1,3.975594642722579,1483469.0897668647,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.25153469854642346
979,nineI,8017,0.022424453983992343,4.508412841291359e-09,436.5157525949335,,25387260.72317052,24.101661837016426,8019,0.2774660182067589,1,4.0475299772452935,1443882.1620724476,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24706426033207282
980,nineI,8117,0.024200624669806717,3.785510507146519e-09,562.0036962479608,,28592469.02884033,24.212265088289012,8119,0.27712772508929673,1,4.170392286249265,1380029.7818987214,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23978559602108132
981,nineI,8217,0.0298175413719121,3.950608453016831e-09,318.2460034133792,,25089614.707893595,31.110681234313112,8219,0.27570264022387153,1,3.7192887274778097,1537850.993888424,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.26886861259575773
982,nineI,8317,0.02202570049828488,4.5009047726390395e-09,471.859845555448,,23903105.51821129,24.441104917232558,8319,0.2747926433465561,1,3.96191404279012,1374184.8117360014,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2524032548913567
983,nineI,8417,0.018529069239638204,4.453794421846328e-09,560.5936659474014,,24587023.835563254,22.651323453578478,8419,0.27449815892623824,1,4.228783227055666,1433313.6061656987,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23647464206772792
984,nineI,8517,0.015393653070734255,4.273969326843416e-09,434.0210304131632,,24956043.536312144,25.1547603176056,8519,0.2746801267754431,1,4.113658688436798,1513399.9559122468,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24309260338270863
985,nineI,8617,0.022336832776625685,4.802125825409054e-09,534.1976910006869,,25619456.135679998,26.684048008213445,8619,0.2762501450284256,1,4.0042504148037406,1364803.8204870524,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2497346310567874
986,nineI,8717,0.02030582007137556,4.4891539132677255e-09,567.4223068908765,,26881191.40319097,24.81675872283932,8719,0.2759490767289827,1,4.464212544775832,1327622.568241407,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2240036714135022
987,nineI,8817,0.02380135629727581,4.62609461508514e-09,434.08030699048896,,26977693.07053081,25.563126351544717,8819,0.2759950107721964,1,4.0971500588278635,1586620.6976746425,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24407209539356872
988,nineI,8917,0.028930547543731342,3.1051306433571857e-09,453.47153459562287,,24534853.5917731,26.544230050624193,8919,0.2760399147886534,1,3.6222810427421614,1228803.058150362,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2760691366021047
989,nineI,9017,0.02742923114015704,3.855663237294419e-09,487.8286511132943,,25452080.535349585,25.037574579939484,9019,0.27708171637653844,1,3.824392464395594,1292566.3696191313,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.2614794400182042
990,nineI,9117,0.024735425707581183,6.050188937310339e-09,517.1687788200364,,24808992.02313473,23.21643434899773,9119,0.27744270205066346,1,4.4730599059648055,1392277.052439548,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22356060974423894
991,nineI,9217,0.01878858806622376,7.263572193380572e-09,589.6295688197453,,26348392.633704986,21.77334876947839,9219,0.2777958563835557,1,4.64139627026348,1465466.0318694597,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.21545240737292887
992,nineI,9317,0.0195896206248389,8.716553933163513e-09,532.5566376741767,,27327708.98541182,23.395933620209018,9319,0.2780341238330293,1,4.639941523561738,1614648.8781469068,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.21551995750851066
993,nineI,9417,0.018721389301100337,6.5460930423428935e-09,466.13751274473196,,25653334.028163034,23.673207996796194,9419,0.27837350037158937,1,4.336583366319312,1487171.3871873016,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23059628180254563
994,nineI,9517,0.013642271602993415,7.196668343854737e-09,475.8863742950586,,24620721.27113141,23.288223792142812,9519,0.2782855341947684,1,4.419302677785888,1640609.1019102326,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.22628004300918564
995,nineI,9617,0.022606240467244475,7.036831409928085e-09,555.3437323047086,,27634672.53424188,23.80909574407785,9619,0.2786152406695083,1,4.809820268844941,1495166.4441385684,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.20790797661970556
996,nineI,9717,0.025272262186471123,4.222983373621733e-09,437.5241604202581,,25288218.394729484,25.72757352815078,9719,0.2785265973865624,1,3.8384600278977903,1467863.5316126212,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.26052114460800313
997,nineI,9817,0.026627971591745653,4.928680705529639e-09,562.0167330702398,,24935471.93830041,22.98745578205295,9819,0.2793563499338018,1,4.191582693338551,1382231.0660701715,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.23857336790450162
998,nineI,9917,0.0273944529634016,4.333560351735872e-09,510.34105754171446,,27618054.88078996,24.40929448677853,9919,0.27916120576671033,1,4.13597186080261,1266490.0809356435,nineI,Phaeocystis Globosa,Haptophyte,PgV-01T - Group 2c,Baudoux32,0.24178114205205062
