id,time,abundance,logscale,organism,control,stddev,algalHost,algalHostTaxon,virusName,method,error,origSource
Baudoux33,32.0,1430000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,37.0,1210000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,41.0,950000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,45.0,669000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,51.0,403000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,63.0,602000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,0.0,24300000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,5.0,21300000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,8.0,23100000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,12.0,20600000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,16.0,22700000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,20.0,51100000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,24.5,151000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,28.0,231000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,32.0,381000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,37.0,545000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,41.0,551000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,45.0,539000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,51.0,564000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux33,63.0,584000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-11T - Group 2b,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,0.0,1500000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,6.0,1310000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,10.0,2050000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,14.0,2790000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,20.0,2720000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,26.0,2730000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,39.0,4650000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,47.5,3990000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,67.0,5340000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,0.0,1510000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,6.0,1440000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,10.0,2060000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,14.0,2390000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,20.0,2240000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,26.0,1420000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,39.0,678000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,47.5,165000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,67.0,225000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,0.0,25500000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,6.0,24400000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,10.0,23100000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,14.0,43300000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,20.0,110000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,26.0,212000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,39.0,138000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,47.5,137000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux34,67.0,112000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-09T - Group I,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,0.0,1630000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,5.0,1710000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,8.0,1750000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,12.0,1770000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,16.0,1960000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,20.0,1480000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,24.5,2150000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,28.0,1900000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,32.0,2000000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,37.0,2670000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,41.0,2900000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,45.0,2450000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,51.0,2500000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,63.0,3660000.0,False,H,True,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,0.0,1540000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,5.0,1740000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,8.0,1830000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,12.0,1700000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,16.0,1970000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,20.0,1540000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,24.5,1630000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,28.0,1820000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,32.0,1420000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,37.0,909000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,41.0,615000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,45.0,405000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,51.0,259000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,63.0,332000.0,False,H,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,0.0,31200000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,5.0,26000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,8.0,24800000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,12.0,25100000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,16.0,78700000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,20.0,130000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,24.5,200000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,28.0,326000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,32.0,663000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,37.0,620000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,41.0,630000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,45.0,643000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,51.0,740000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Baudoux3,63.0,654000000.0,False,V,False,,Phaeocystis globosa,Haptophyte,PgV-03T - Group 2a,flow cytometry,,"Baudoux et al., 2005"
Castberg24,0.01,2.8068,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,8.37,2.8268,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,2.88,2.7252,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,5.63,2.9251,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,8.49,2.8269,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,49.37,5.3443,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,11.24,2.9439,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,13.87,2.6303,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,16.74,2.9462,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,19.49,3.0301,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,22.24,3.3458,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,24.99,3.4961,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,27.74,3.9939999999999998,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,30.6,4.4588,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,33.23,4.609,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,35.98,4.9082,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,38.73,5.4723,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,41.36,5.0263,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,44.23,5.3753,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,46.98,5.2107,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,76.74,7.5745,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,65.27,7.3214,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,77.22,8.4524,False,H,True,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,0.0,177890.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,2.07,171110.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,3.98,186950.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,6.07,178580.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,8.06,189160.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,10.06,179740.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,12.06,183990.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
Castberg24,14.14,194580.0,False,H,False,,Emiliania huxleyi,Haptophyte,EhV-99B1,flow cytometry,,"Castberg et al., 2002"
